序號,答案
20240101090001,12.539999961853027
20240101091001,12.539999961853027
20240101092001,12.539999961853027
20240101093001,12.539999961853027
20240101094001,12.539999961853027
20240101095001,12.539999961853027
20240101100001,12.539999961853027
20240101101001,12.539999961853027
20240101102001,12.539999961853027
20240101103001,12.539999961853027
20240101104001,12.539999961853027
20240101105001,12.539999961853027
20240101110001,12.539999961853027
20240101111001,12.539999961853027
20240101112001,12.539999961853027
20240101113001,12.539999961853027
20240101114001,12.539999961853027
20240101115001,12.539999961853027
20240101120001,12.539999961853027
20240101121001,12.539999961853027
20240101122001,12.539999961853027
20240101123001,12.539999961853027
20240101124001,12.539999961853027
20240101125001,12.539999961853027
20240101130001,0.0
20240101131001,0.0
20240101132001,0.0
20240101133001,0.0
20240101134001,0.0
20240101135001,0.0
20240101140001,0.0
20240101141001,0.0
20240101142001,0.0
20240101143001,0.0
20240101144001,0.0
20240101145001,0.0
20240101150001,0.0
20240101151001,0.0
20240101152001,0.0
20240101153001,0.0
20240101154001,0.0
20240101155001,0.0
20240101160001,0.0
20240101161001,0.0
20240101162001,0.0
20240101163001,0.0
20240101164001,0.0
20240101165001,0.0
20240113090001,170.22000122070312
20240113091001,170.22000122070312
20240113092001,170.22000122070312
20240113093001,170.22000122070312
20240113094001,170.22000122070312
20240113095001,170.22000122070312
20240113100001,170.22000122070312
20240113101001,170.22000122070312
20240113102001,170.22000122070312
20240113103001,170.22000122070312
20240113104001,170.22000122070312
20240113105001,170.22000122070312
20240113110001,170.22000122070312
20240113111001,170.22000122070312
20240113112001,170.22000122070312
20240113113001,170.22000122070312
20240113114001,170.22000122070312
20240113115001,170.22000122070312
20240113120001,170.22000122070312
20240113121001,170.22000122070312
20240113122001,170.22000122070312
20240113123001,170.22000122070312
20240113124001,170.22000122070312
20240113125001,170.22000122070312
20240113130001,0.7400000095367432
20240113131001,0.7400000095367432
20240113132001,0.7400000095367432
20240113133001,0.7400000095367432
20240113134001,0.7400000095367432
20240113135001,0.7400000095367432
20240113140001,0.7400000095367432
20240113141001,0.7400000095367432
20240113142001,0.7400000095367432
20240113143001,0.7400000095367432
20240113144001,0.7400000095367432
20240113145001,0.7400000095367432
20240113150001,0.7400000095367432
20240113151001,0.7400000095367432
20240113152001,0.7400000095367432
20240113153001,0.7400000095367432
20240113154001,0.7400000095367432
20240113155001,0.7400000095367432
20240113160001,0.7400000095367432
20240113161001,0.7400000095367432
20240113162001,0.7400000095367432
20240113163001,0.7400000095367432
20240113164001,0.7400000095367432
20240113165001,0.7400000095367432
20240123090001,25.389999389648438
20240123091001,25.389999389648438
20240123092001,25.389999389648438
20240123093001,25.389999389648438
20240123094001,25.389999389648438
20240123095001,25.389999389648438
20240123100001,25.389999389648438
20240123101001,25.389999389648438
20240123102001,25.389999389648438
20240123103001,25.389999389648438
20240123104001,25.389999389648438
20240123105001,25.389999389648438
20240123110001,25.389999389648438
20240123111001,25.389999389648438
20240123112001,25.389999389648438
20240123113001,25.389999389648438
20240123114001,25.389999389648438
20240123115001,25.389999389648438
20240123120001,25.389999389648438
20240123121001,25.389999389648438
20240123122001,25.389999389648438
20240123123001,25.389999389648438
20240123124001,25.389999389648438
20240123125001,25.389999389648438
20240123130001,25.389999389648438
20240123131001,0.0
20240123132001,0.0
20240123133001,0.0
20240123134001,0.0
20240123135001,0.0
20240123140001,0.0
20240123141001,0.0
20240123142001,0.0
20240123143001,0.0
20240123144001,0.0
20240123145001,0.0
20240123150001,0.0
20240123151001,0.0
20240123152001,0.0
20240123153001,0.0
20240123154001,0.0
20240123155001,0.0
20240123160001,0.0
20240123161001,0.0
20240123162001,0.0
20240123163001,0.0
20240123164001,0.0
20240123165001,0.0
20240127090001,63.970001220703125
20240127091001,63.970001220703125
20240127092001,63.970001220703125
20240127093001,63.970001220703125
20240127094001,63.970001220703125
20240127095001,63.970001220703125
20240127100001,63.970001220703125
20240127101001,63.970001220703125
20240127102001,63.970001220703125
20240127103001,63.970001220703125
20240127104001,63.970001220703125
20240127105001,63.970001220703125
20240127110001,63.970001220703125
20240127111001,63.970001220703125
20240127112001,63.970001220703125
20240127113001,63.970001220703125
20240127114001,63.970001220703125
20240127115001,63.970001220703125
20240127120001,63.970001220703125
20240127121001,63.970001220703125
20240127122001,63.970001220703125
20240127123001,63.970001220703125
20240127124001,63.970001220703125
20240127125001,63.970001220703125
20240127130001,0.14000000059604645
20240127131001,0.14000000059604645
20240127132001,0.14000000059604645
20240127133001,0.14000000059604645
20240127134001,0.14000000059604645
20240127135001,0.14000000059604645
20240127140001,0.14000000059604645
20240127141001,0.14000000059604645
20240127142001,0.14000000059604645
20240127143001,0.14000000059604645
20240127144001,0.14000000059604645
20240127145001,0.14000000059604645
20240127150001,0.14000000059604645
20240127151001,0.14000000059604645
20240127152001,0.14000000059604645
20240127153001,0.14000000059604645
20240127154001,0.14000000059604645
20240127155001,0.14000000059604645
20240127160001,0.14000000059604645
20240127161001,0.14000000059604645
20240127162001,0.14000000059604645
20240127163001,0.14000000059604645
20240127164001,0.14000000059604645
20240127165001,0.14000000059604645
20240128090001,6.150000095367432
20240128091001,6.150000095367432
20240128092001,6.150000095367432
20240128093001,6.150000095367432
20240128094001,6.150000095367432
20240128095001,6.150000095367432
20240128100001,6.150000095367432
20240128101001,6.150000095367432
20240128102001,6.150000095367432
20240128103001,6.150000095367432
20240128104001,6.150000095367432
20240128105001,6.150000095367432
20240128110001,6.150000095367432
20240128111001,6.150000095367432
20240128112001,6.150000095367432
20240128113001,6.150000095367432
20240128114001,6.150000095367432
20240128115001,6.150000095367432
20240128120001,6.150000095367432
20240128121001,6.150000095367432
20240128122001,6.150000095367432
20240128123001,6.150000095367432
20240128124001,6.150000095367432
20240128125001,6.150000095367432
20240128130001,0.05999999865889549
20240128131001,0.05999999865889549
20240128132001,0.05999999865889549
20240128133001,0.05999999865889549
20240128134001,0.05999999865889549
20240128135001,0.05999999865889549
20240128140001,0.05999999865889549
20240128141001,0.05999999865889549
20240128142001,0.05999999865889549
20240128143001,0.05999999865889549
20240128144001,0.05999999865889549
20240128145001,0.05999999865889549
20240128150001,0.05999999865889549
20240128151001,0.05999999865889549
20240128152001,0.05999999865889549
20240128153001,0.05999999865889549
20240128154001,0.05999999865889549
20240128155001,0.05999999865889549
20240128160001,0.05999999865889549
20240128161001,0.05999999865889549
20240128162001,0.05999999865889549
20240128163001,0.05999999865889549
20240128164001,0.05999999865889549
20240128165001,0.05999999865889549
20240203090001,202.42999267578125
20240203091001,202.42999267578125
20240203092001,202.42999267578125
20240203093001,202.42999267578125
20240203094001,202.42999267578125
20240203095001,202.42999267578125
20240203100001,202.42999267578125
20240203101001,202.42999267578125
20240203102001,202.42999267578125
20240203103001,202.42999267578125
20240203104001,202.42999267578125
20240203105001,202.42999267578125
20240203110001,202.42999267578125
20240203111001,202.42999267578125
20240203112001,202.42999267578125
20240203113001,202.42999267578125
20240203114001,202.42999267578125
20240203115001,202.42999267578125
20240203120001,202.42999267578125
20240203121001,202.42999267578125
20240203122001,202.42999267578125
20240203123001,202.42999267578125
20240203124001,202.42999267578125
20240203125001,202.42999267578125
20240203130001,5.099999904632568
20240203131001,5.099999904632568
20240203132001,5.099999904632568
20240203133001,5.099999904632568
20240203134001,5.099999904632568
20240203135001,5.099999904632568
20240203140001,5.099999904632568
20240203141001,5.099999904632568
20240203142001,5.099999904632568
20240203143001,5.099999904632568
20240203144001,5.099999904632568
20240203145001,5.099999904632568
20240203150001,5.099999904632568
20240203151001,5.099999904632568
20240203152001,5.099999904632568
20240203153001,5.099999904632568
20240203154001,5.099999904632568
20240203155001,5.099999904632568
20240203160001,5.099999904632568
20240203161001,5.099999904632568
20240203162001,5.099999904632568
20240203163001,5.099999904632568
20240203164001,5.099999904632568
20240203165001,5.099999904632568
20240204090001,79.08000183105469
20240204091001,79.08000183105469
20240204092001,79.08000183105469
20240204093001,79.08000183105469
20240204094001,79.08000183105469
20240204095001,79.08000183105469
20240204100001,79.08000183105469
20240204101001,79.08000183105469
20240204102001,79.08000183105469
20240204103001,79.08000183105469
20240204104001,79.08000183105469
20240204105001,79.08000183105469
20240204110001,79.08000183105469
20240204111001,79.08000183105469
20240204112001,79.08000183105469
20240204113001,79.08000183105469
20240204114001,79.08000183105469
